benchmark_code,as_of_date,symbol,market,name_kr,sector,industry,benchmark_weight,member_order,market_cap,source,notes
KOSPI200,2026-05-22,028050,KOSPI,삼성E&A,산업재,"건축기술, 엔지니어링 및 관련 기술 서비스업",0.0017576010063366737,96,10466400000000.0,manual_csv,csv_name=삼성E&A
KOSPI200,2026-05-22,006400,KOSPI,삼성SDI,Unknown,일차전지 및 이차전지 제조업,0.008755567719544515,97,52138837910000.0,manual_csv,csv_name=삼성SDI
KOSPI200,2026-05-22,028260,KOSPI,삼성물산,산업재,기타 전문 도매업,0.011451252813508913,98,68191467810500.0,manual_csv,csv_name=삼성물산
KOSPI200,2026-05-22,207940,KOSPI,삼성바이오로직스,헬스케어,기초 의약물질 제조업,0.01099956491415984,99,65501695665000.0,manual_csv,csv_name=삼성바이오로직스
KOSPI200,2026-05-22,032830,KOSPI,삼성생명,금융,보험업,0.012241946931317695,100,72900000000000.0,manual_csv,csv_name=삼성생명
KOSPI200,2026-05-22,018260,KOSPI,삼성에스디에스,정보기술(IT),"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0025299112917658937,101,15065457660000.0,manual_csv,csv_name=삼성에스디에스
KOSPI200,2026-05-22,0126Z0,KOSPI,삼성에피스홀딩스,금융,기타 금융업,0.0020892795977186405,102,12441524500000.0,manual_csv,csv_name=삼성에피스홀딩스
KOSPI200,2026-05-22,009150,KOSPI,삼성전기,정보기술(IT),전자부품 제조업,0.016807832534954853,103,100089552640000.0,manual_csv,csv_name=삼성전기
KOSPI200,2026-05-22,005930,KOSPI,삼성전자,정보기술(IT),통신 및 방송 장비 제조업,0.2871629080379137,104,1710036492840000.0,manual_csv,csv_name=삼성전자
KOSPI200,2026-05-22,010140,KOSPI,삼성중공업,산업재,선박 및 보트 건조업,0.004359409359904079,105,25960000000000.0,manual_csv,csv_name=삼성중공업
KOSPI200,2026-05-22,016360,KOSPI,삼성증권,금융,금융 지원 서비스업,0.0019479758757142722,106,11600070000000.0,manual_csv,csv_name=삼성증권
KOSPI200,2026-05-22,029780,KOSPI,삼성카드,금융,기타 금융업,0.0009377765520700698,107,5584398546200.0,manual_csv,csv_name=삼성카드
KOSPI200,2026-05-22,000810,KOSPI,삼성화재해상보험,금융,보험업,0.004266110633778836,108,25404412137000.0,manual_csv,csv_name=삼성화재
KOSPI200,2026-05-22,003230,KOSPI,삼양식품,필수소비재,기타 식품 제조업,0.0016634798678958644,109,9905914725000.0,manual_csv,csv_name=삼양식품
KOSPI200,2026-05-22,004490,KOSPI,세방전지,임의소비재,일차전지 및 이차전지 제조업,0.00013848513547119016,110,824670000000.0,manual_csv,csv_name=세방전지
KOSPI200,2026-05-22,001430,KOSPI,세아베스틸지주,임의소비재,1차 철강 제조업,0.00037879963944745595,111,2255727285100.0,manual_csv,csv_name=세아베스틸지주
KOSPI200,2026-05-22,003030,KOSPI,세아제강지주,금융,기타 금융업,0.00011865228877110436,112,706566684200.0,manual_csv,csv_name=세아제강지주
KOSPI200,2026-05-22,068270,KOSPI,셀트리온,헬스케어,기초 의약물질 제조업,0.007411618782886061,113,44135709156700.0,manual_csv,csv_name=셀트리온
KOSPI200,2026-05-22,004170,KOSPI,신세계,필수소비재,종합 소매업,0.0008485687440178224,114,5053171835000.0,manual_csv,csv_name=신세계
KOSPI200,2026-05-22,055550,KOSPI,신한지주,금융,기타 금융업,0.007827299060514489,115,46611058250200.0,manual_csv,csv_name=신한지주
KOSPI200,2026-05-22,112610,KOSPI,씨에스윈드,유틸리티,"구조용 금속제품, 탱크 및 증기발생기 제조업",0.00037320858829400084,116,2222432938100.0,manual_csv,csv_name=씨에스윈드
KOSPI200,2026-05-22,090430,KOSPI,아모레퍼시픽,필수소비재,기타 화학제품 제조업,0.0011787082329948238,117,7019131080000.0,manual_csv,csv_name=아모레퍼시픽
KOSPI200,2026-05-22,002790,KOSPI,아모레퍼시픽홀딩스,소재,기타 화학제품 제조업,0.0003171347799179816,118,1888517046000.0,manual_csv,csv_name=아모레퍼시픽홀딩스
KOSPI200,2026-05-22,002030,KOSPI,아세아,Unknown,회사 본부 및 경영 컨설팅 서비스업,7.813696385043661e-05,119,465300552000.0,manual_csv,csv_name=아세아
KOSPI200,2026-05-22,137310,KOSPI,에스디바이오센서,헬스케어,의료용 기기 제조업,0.00016870587244288593,120,1004632528640.0,manual_csv,csv_name=에스디바이오센서
KOSPI200,2026-05-22,005850,KOSPI,에스엘,정보기술(IT),자동차 신품 부품 제조업,0.0005912403294838304,121,3520797816000.0,manual_csv,csv_name=에스엘
KOSPI200,2026-05-22,012750,KOSPI,에스원,Unknown,"경비, 경호 및 탐정업",0.0004511454482858083,122,2686541884600.0,manual_csv,csv_name=에스원
KOSPI200,2026-05-22,278470,KOSPI,에이피알,필수소비재,기타 화학제품 제조업,0.0024581827095491145,123,14638318605000.0,manual_csv,csv_name=에이피알
KOSPI200,2026-05-22,450080,KOSPI,에코프로머티,Unknown,일차전지 및 이차전지 제조업,0.0008133311216993338,124,4843334079500.0,manual_csv,csv_name=에코프로머티
KOSPI200,2026-05-22,066970,KOSPI,엘앤에프,Unknown,일차전지 및 이차전지 제조업,0.001079504097011111,125,6428376884300.0,manual_csv,csv_name=엘앤에프
KOSPI200,2026-05-22,111770,KOSPI,영원무역,임의소비재,상품 종합 도매업,0.0006406816032727263,126,3815217394800.0,manual_csv,csv_name=영원무역
KOSPI200,2026-05-22,009970,KOSPI,영원무역홀딩스,금융,기타 금융업,0.0004579136142577588,127,2726845874000.0,manual_csv,csv_name=영원무역홀딩스
KOSPI200,2026-05-22,000670,KOSPI,영풍,소재,1차 비철금속 제조업,0.00017127841256165064,128,1019951838200.0,manual_csv,csv_name=영풍
KOSPI200,2026-05-22,007310,KOSPI,오뚜기,필수소비재,기타 식품 제조업,0.00023555932454609119,129,1402740500000.0,manual_csv,csv_name=오뚜기
KOSPI200,2026-05-22,271560,KOSPI,오리온,필수소비재,기타 식품 제조업,0.0009089093904180784,130,5412496470800.0,manual_csv,csv_name=오리온
KOSPI200,2026-05-22,001800,KOSPI,오리온홀딩스,금융,기타 금융업,0.00026615389396206105,131,1584929176600.0,manual_csv,csv_name=오리온홀딩스
KOSPI200,2026-05-22,316140,KOSPI,우리금융지주,금융,기타 금융업,0.003889229242612125,132,23160107896000.0,manual_csv,csv_name=우리금융지주
KOSPI200,2026-05-22,000100,KOSPI,유한양행,헬스케어,의약품 제조업,0.0011810175928736084,133,7032883168300.0,manual_csv,csv_name=유한양행
KOSPI200,2026-05-22,008730,KOSPI,율촌화학,소재,플라스틱제품 제조업,9.058033161526425e-05,134,539400000000.0,manual_csv,csv_name=율촌화학
KOSPI200,2026-05-22,139480,KOSPI,이마트,필수소비재,종합 소매업,0.0004193868714820918,135,2497421619500.0,manual_csv,csv_name=이마트
